,Authors,CiteScore,CiteScorePercentile,Views,OpenAccess,Affiliations,Prominence,Citations,FWCI,Publication type
69283,7,2.2,40.0,16,0,9,99.64,14,0.92,Article
38732,1,3.1,35.0,17,0,1,90.16,23,1.25,Article
46843,8,3.8,15.0,22,0,3,79.097,20,1.99,Article
98906,2,,,30,0,1,95.71,9,1.08,Conference Paper
74422,3,3.9,13.0,28,1,6,95.681,13,0.42,Article
18153,4,3.4,12.0,183,1,2,92.81200000000001,42,1.95,Article
39632,7,0.7,81.0,34,0,3,99.741,23,4.01,Conference Paper
85031,2,1.6,40.0,57,0,2,95.43799999999999,11,0.97,Conference Paper
87297,1,0.0,97.0,55,0,1,53.645,11,0.55,Article
84015,4,4.8,7.0,73,0,2,95.06700000000001,11,1.42,Article
21749,6,4.2,14.0,27,0,1,88.834,37,1.71,Article
75843,4,,,20,0,4,94.025,12,2.05,Conference Paper
3727,2,6.8,11.0,147,0,2,99.585,115,4.47,Article
23340,4,,,12,1,4,42.239,35,11.51,Conference Paper
7271,3,6.8,11.0,32,0,2,95.315,76,3.46,Article
49266,3,5.1,14.0,18,0,2,94.65,19,0.96,Article
24944,3,8.2,1.0,82,0,2,93.669,33,2.65,Article
46576,9,5.4,14.0,12,1,7,98.65299999999999,20,1.13,Article
77807,1,,,20,0,1,93.861,12,0.66,Conference Paper
81837,3,5.2,7.0,12,0,2,96.83,11,0.47,Article
46102,3,,,44,0,1,91.611,20,2.31,Conference Paper
41678,2,,,8,1,1,98.15100000000001,22,2.73,Conference Paper
43983,3,4.6,21.0,32,0,4,92.399,21,0.97,Article
61579,3,0.8,70.0,16,0,2,99.031,15,1.81,Article
23586,4,,,16,0,3,99.99799999999999,34,3.06,Conference Paper
79630,1,2.6,17.0,41,0,1,10.475999999999999,12,0.64,Article
58012,3,,,25,1,4,15.253,16,1.24,Article
89349,4,1.0,65.0,19,0,3,,10,2.11,Conference Paper
24143,4,8.1,1.0,9,0,2,80.404,34,2.53,Article
66491,6,6.0,7.0,15,0,2,16.87,14,3.18,Conference Paper
3586,6,6.5,16.0,39,1,2,97.941,118,5.19,Article
88301,2,,,15,0,2,88.31,11,1.93,Conference Paper
64556,3,,,30,1,1,92.7,15,2.11,Conference Paper
40707,2,1.2,53.0,76,1,2,99.36399999999999,22,3.59,Conference Paper
70799,6,1.1,67.0,11,0,2,97.03200000000001,13,2.29,Conference Paper
76074,3,,,13,0,1,90.494,12,1.61,Conference Paper
6701,3,5.4,14.0,53,1,3,94.695,80,1.46,Review
32134,11,1.2,53.0,11,1,4,87.639,27,3.04,Conference Paper
17680,4,4.3,10.0,64,1,1,40.236,42,3.28,Article
96980,2,,,17,0,2,92.512,9,0.81,Conference Paper
19544,4,6.5,9.0,16,0,2,97.03,40,2.26,Article
98763,2,,,17,0,1,99.031,9,0.78,Conference Paper
24262,4,4.9,17.0,47,1,1,64.645,34,1.81,Article
25482,3,2.2,11.0,29,1,4,91.353,32,2.42,Article
91585,3,4.8,7.0,53,0,3,83.85799999999999,10,0.79,Article
41401,2,3.0,36.0,24,0,1,17.504,22,0.89,Article
25216,5,1.6,40.0,15,1,2,88.00200000000001,33,4.1,Conference Paper
91925,3,1.8,35.0,6,1,2,97.126,10,1.67,Conference Paper
53389,5,5.4,14.0,41,1,5,93.70700000000001,18,0.3,Review
68506,8,3.3,35.0,17,1,5,97.462,14,1.16,Article
79593,3,,,19,1,1,70.896,12,3.82,Conference Paper
29329,2,4.9,16.0,28,0,4,88.72,29,1.53,Article
86625,4,1.8,46.0,11,0,4,98.803,11,0.75,Article
28326,2,3.1,35.0,12,1,1,74.618,30,1.15,Article
14616,2,3.4,21.0,30,0,1,98.676,49,3.23,Article
40413,6,,,15,0,5,99.99799999999999,23,2.56,Conference Paper
95409,3,0.0,97.0,31,0,2,98.184,10,0.55,Article
87868,4,,,14,0,2,84.806,11,1.59,Conference Paper
51816,2,2.4,23.0,26,1,1,98.684,18,1.75,Article
92839,5,1.4,53.0,23,0,3,98.79799999999999,10,2.0,Conference Paper
34593,6,9.0,4.0,40,0,3,99.62899999999999,26,1.35,Article
1554,2,1.2,59.0,53,1,1,97.448,194,5.61,Article
47862,7,4.1,18.0,8,1,1,91.15299999999999,19,1.67,Article
6151,2,,,32,1,2,24.596999999999998,85,5.38,Article
67777,2,4.8,19.0,13,0,1,79.872,14,0.94,Article
3924,2,,,201,0,2,99.98,111,12.09,Conference Paper
86664,5,3.2,31.0,14,0,1,91.913,11,0.72,Article
30498,4,8.0,1.0,82,0,1,98.65799999999999,28,2.87,Article
26506,2,1.4,65.0,10,0,3,99.79,32,2.57,Conference Paper
24784,2,4.1,18.0,50,1,1,78.10600000000001,33,1.33,Article
89499,7,3.9,21.0,25,1,5,99.249,10,0.79,Article
16991,3,12.0,2.0,35,0,6,98.39299999999999,44,3.04,Article
78925,3,,,21,0,2,67.62899999999999,12,2.52,Conference Paper
73088,3,8.0,4.0,8,1,2,87.069,13,2.75,Conference Paper
585,3,14.2,1.0,85,1,3,99.46700000000001,353,22.69,Article
70116,1,5.5,9.0,73,0,1,85.065,14,1.21,Article
29949,2,,,58,0,1,63.723,29,3.84,Conference Paper
8406,5,,,7,1,3,99.74,70,10.04,Conference Paper
28197,5,,,10,0,2,99.99799999999999,30,3.79,Conference Paper
18769,2,5.3,4.0,159,0,1,25.799,41,4.49,Article
52684,8,,,11,0,2,87.824,18,4.67,Conference Paper
34257,4,4.1,15.0,32,1,4,96.10700000000001,26,2.34,Article
31619,5,4.4,11.0,19,0,3,79.012,27,2.23,Article
32189,7,,,11,0,4,92.101,27,4.2,Conference Paper
92017,4,8.2,5.0,40,0,3,99.553,10,0.74,Article
5320,2,4.2,12.0,45,0,1,97.962,92,6.66,Article
97973,4,2.2,22.0,16,0,2,99.62200000000001,9,0.6,Article
51763,2,0.8,68.0,18,1,1,69.143,18,0.97,Article
87198,3,17.7,1.0,31,1,3,84.288,11,0.72,Article
52030,2,,,8,1,1,91.85700000000001,18,2.56,Conference Paper
48296,4,3.9,26.0,47,0,1,94.21600000000001,19,0.96,Article
25228,4,,,22,0,3,95.977,33,4.84,Conference Paper
43143,2,2.6,26.0,27,1,5,97.395,21,1.44,Article
9209,6,4.3,7.0,27,0,4,98.824,65,3.61,Article
27851,4,1.5,48.0,44,1,3,99.148,30,1.61,Article
33271,2,8.2,1.0,104,0,1,86.973,26,2.12,Article
39149,2,,,28,0,1,99.902,23,3.19,Conference Paper
50518,3,5.3,2.0,52,0,2,94.976,18,0.85,Article
41208,6,5.2,8.0,81,1,2,95.37799999999999,22,1.42,Article
73020,3,1.6,40.0,10,0,1,95.244,13,1.69,Conference Paper
96720,4,2.9,3.0,14,1,2,80.768,9,0.96,Article
45596,5,,,22,0,2,99.365,20,2.01,Conference Paper
45646,2,6.0,4.0,57,0,3,47.336999999999996,20,1.83,Article
25297,2,8.6,1.0,24,0,1,99.796,33,6.19,Article
29339,3,1.6,40.0,23,0,1,88.446,29,4.35,Conference Paper
14122,2,,,11,0,2,97.459,50,14.47,Chapter
4738,4,,,35,0,1,99.331,99,12.83,Conference Paper
64040,4,,,6,0,2,88.822,15,2.05,Conference Paper
25770,3,3.6,6.0,13,1,1,80.322,32,3.77,Article
72084,4,,,2,0,1,92.617,13,1.16,Article
7308,3,6.4,3.0,34,0,2,99.859,76,6.57,Article
60534,3,,,11,0,2,98.821,16,3.38,Conference Paper
46716,4,,,13,0,2,59.474,20,3.91,Conference Paper
93713,6,14.6,1.0,22,0,3,80.079,10,0.85,Article
60637,4,,,19,0,3,94.986,16,1.62,Conference Paper
7073,4,8.6,3.0,86,0,3,99.148,78,5.47,Article
46442,4,6.6,5.0,31,0,1,99.559,20,1.61,Article
21162,2,1.2,53.0,34,1,1,95.574,37,6.08,Conference Paper
34732,6,7.9,2.0,26,1,6,99.272,25,1.21,Article
24845,3,6.1,12.0,23,0,2,77.89,33,3.73,Conference Paper
94089,5,1.6,40.0,16,0,2,31.413,10,1.93,Conference Paper
93554,2,3.2,30.0,8,0,1,95.007,10,0.5,Article
71299,13,5.4,14.0,41,1,4,97.204,13,0.38,Article
64103,2,,,7,1,2,86.649,15,2.83,Conference Paper
6948,3,,,33,1,2,97.221,79,7.54,Conference Paper
46674,4,5.1,3.0,40,0,6,83.01899999999999,20,1.21,Article
62946,8,2.2,22.0,24,1,22,92.03200000000001,15,0.85,Article
19462,2,9.6,3.0,22,1,1,99.334,40,2.72,Article
17734,2,,,46,0,1,99.309,42,5.37,Conference Paper
35366,2,,,0,0,1,99.916,25,2.58,Conference Paper
56930,5,5.2,8.0,80,1,2,91.87700000000001,17,1.2,Article
38581,3,5.6,5.0,10,0,4,74.837,23,2.02,Article
47307,1,6.4,12.0,24,0,1,97.014,20,0.89,Article
8961,3,5.9,14.0,24,1,3,81.615,67,6.29,Conference Paper
11086,4,,,23,1,2,96.824,58,8.8,Conference Paper
68169,3,1.6,40.0,28,0,1,98.594,14,2.66,Conference Paper
73614,2,,,9,1,2,98.48700000000001,13,1.86,Conference Paper
32180,8,8.0,4.0,8,1,3,83.206,27,6.87,Conference Paper
53183,5,1.2,53.0,44,1,2,39.125,18,1.66,Conference Paper
35752,4,4.1,22.0,24,0,3,95.119,25,0.98,Article
14703,2,,,14,1,1,98.96799999999999,48,3.18,Article
4545,6,12.0,2.0,57,0,7,99.43799999999999,102,5.97,Article
24564,5,4.7,20.0,11,0,2,83.626,33,2.4,Article
46638,3,6.8,11.0,27,0,7,63.7,20,1.12,Article
11519,5,,,25,1,1,56.152,57,3.24,Conference Paper
80419,3,1.2,53.0,9,1,1,49.821000000000005,12,1.11,Conference Paper
41183,1,3.1,35.0,10,0,1,91.834,22,1.46,Article
84705,2,1.8,55.0,29,0,2,68.025,11,0.31,Article
94579,2,8.4,6.0,10,0,1,33.056999999999995,10,0.84,Article
86835,5,,,8,0,3,99.02600000000001,11,1.78,Conference Paper
65270,5,3.2,30.0,11,0,3,92.97200000000001,15,1.0,Article
6464,4,5.4,14.0,23,1,6,99.274,82,1.98,Review
36499,2,2.8,20.0,46,0,1,99.86399999999999,24,1.76,Article
66141,1,3.6,16.0,170,0,1,87.792,14,1.37,Article
44695,10,4.7,5.0,29,1,1,99.15100000000001,21,2.56,Article
64277,5,5.2,17.0,56,0,2,51.582,15,1.06,Article
29677,5,4.1,3.0,148,0,1,99.77600000000001,29,3.35,Article
1646,6,,,20,1,2,96.29700000000001,187,25.94,Conference Paper
34750,3,,,50,0,1,55.018,25,2.85,Conference Paper
27949,5,7.3,3.0,68,0,5,98.944,30,1.27,Article
23183,3,7.0,10.0,16,0,1,86.103,35,2.53,Conference Paper
97891,4,2.9,16.0,115,1,5,99.585,9,0.81,Article
3640,4,7.3,3.0,74,0,5,97.725,117,2.49,Review
2658,3,1.6,40.0,30,1,3,98.178,140,19.08,Conference Paper
38189,5,4.1,15.0,12,0,5,98.35799999999999,24,2.1,Article
81109,3,2.8,38.0,23,0,3,66.653,12,1.04,Article
69946,7,2.9,34.0,20,0,3,99.125,14,1.1,Article
59742,6,1.3,53.0,12,0,2,91.126,16,1.4,Article
83812,3,3.9,21.0,29,0,2,95.209,11,0.45,Review
20724,2,4.0,7.0,128,0,4,93.53299999999999,38,3.21,Article
65255,3,,,9,0,2,99.911,15,1.68,Conference Paper
91706,2,3.8,21.0,17,0,1,96.414,10,0.71,Article
28779,4,4.3,3.0,43,1,2,92.101,30,3.19,Article
87062,4,5.5,5.0,25,0,4,86.05,11,0.81,Article
31133,4,3.6,16.0,10,0,4,99.296,28,1.68,Article
64736,6,5.4,14.0,62,1,2,95.881,15,0.45,Review
87160,1,5.2,17.0,17,1,1,78.556,11,1.57,Conference Paper
84873,2,2.6,17.0,56,1,1,42.986999999999995,11,1.53,Article
47276,6,,,78,0,1,93.944,20,2.62,Conference Paper
95472,2,4.3,13.0,28,0,1,97.46600000000001,10,0.53,Article
84654,5,5.2,5.0,41,1,7,95.024,11,0.69,Article
71087,2,2.8,31.0,81,0,1,97.805,13,1.03,Article
20008,3,8.8,1.0,40,0,1,96.029,39,3.1,Article
33087,4,1.0,46.0,32,0,2,97.809,27,3.94,Conference Paper
86404,4,4.8,19.0,35,1,2,86.54299999999999,11,0.83,Article
78043,1,1.2,67.0,15,0,1,,12,1.1,Article
24458,9,1.1,67.0,32,0,5,98.184,33,6.01,Conference Paper
75390,3,,,27,0,3,36.747,13,0.83,Conference Paper
44855,5,,,23,0,3,78.562,21,4.68,Conference Paper
76322,4,5.1,8.0,26,0,1,98.235,12,0.86,Article
4587,8,16.3,1.0,57,0,3,86.985,101,4.93,Article
10241,4,8.7,5.0,27,1,2,66.175,61,3.25,Article
22380,5,4.9,17.0,19,1,3,84.52799999999999,36,1.47,Article
51988,2,1.2,53.0,16,1,1,70.169,18,3.87,Conference Paper
25095,2,4.9,25.0,23,1,1,90.241,33,2.08,Conference Paper
69182,3,5.5,7.0,76,0,3,95.19200000000001,14,0.9,Article
17085,1,2.0,27.0,26,0,1,95.227,44,4.03,Article
63656,2,4.3,7.0,31,0,3,98.25399999999999,15,1.16,Article
65995,1,4.5,9.0,25,0,1,85.955,14,0.78,Article
14794,2,6.4,2.0,67,0,1,96.072,48,2.39,Article
58617,4,5.4,6.0,27,0,1,84.994,16,1.05,Article
96345,1,5.2,5.0,30,0,3,98.53,10,0.97,Article
47510,3,1.0,62.0,20,0,1,97.228,20,0.45,Review
50649,6,,,11,0,1,77.89,18,2.46,Conference Paper
96743,5,3.9,26.0,22,0,7,93.72,9,0.85,Article
64974,5,5.0,17.0,25,0,3,94.87700000000001,15,0.36,Review
76601,3,3.8,3.0,12,0,4,83.03399999999999,12,1.21,Article
86558,1,0.8,72.0,31,0,1,73.329,11,0.72,Article
8911,3,4.4,16.0,41,0,2,99.068,67,5.12,Article
25400,4,6.0,7.0,18,0,2,99.021,33,5.41,Conference Paper
79356,5,1.9,52.0,29,0,2,44.163999999999994,12,0.62,Article
2018,1,2.5,31.0,24,0,1,97.955,166,7.67,Article
69529,3,1.4,39.0,23,1,2,49.585,14,1.34,Article
58989,5,9.6,3.0,31,1,6,96.83200000000001,16,1.07,Article
65906,27,1.0,65.0,16,1,12,97.665,14,4.64,Conference Paper
70925,7,,,46,0,1,99.51899999999999,13,1.59,Conference Paper
115,4,8.9,4.0,171,0,2,98.723,951,82.08,Article
45411,3,4.3,14.0,86,0,2,99.649,20,1.31,Article
6804,3,8.6,5.0,26,0,3,99.318,80,4.89,Article
57067,2,4.3,10.0,24,1,1,53.026,17,1.36,Article
30843,5,6.9,8.0,56,1,3,86.527,28,1.06,Article
42962,5,6.0,7.0,32,0,3,98.58,21,4.45,Conference Paper
80787,2,1.3,63.0,80,0,2,99.823,12,1.28,Article
66556,5,2.1,33.0,8,0,1,97.809,14,1.35,Article
23398,6,4.3,7.0,66,1,5,96.071,35,3.65,Article
7518,7,9.2,3.0,27,0,2,99.79,75,5.18,Article
79622,3,4.9,17.0,13,0,1,98.48200000000001,12,0.34,Article
374,4,17.4,1.0,67,0,3,99.73299999999999,465,30.94,Conference Paper
24077,5,3.4,21.0,5,0,1,92.664,34,2.32,Article
76554,5,2.3,35.0,11,0,2,95.948,12,1.01,Article
49497,3,3.8,14.0,52,1,2,99.75200000000001,19,1.14,Article
1917,5,,,30,1,1,99.99799999999999,172,16.52,Conference Paper
93561,4,,,9,1,2,98.184,10,1.77,Conference Paper
86639,2,,,5,0,1,92.896,11,2.32,Conference Paper
50479,6,2.6,26.0,29,1,1,99.902,19,2.12,Article
8476,3,9.6,3.0,42,1,3,93.35600000000001,69,2.82,Article
67668,4,1.6,40.0,13,1,2,99.916,14,3.14,Conference Paper
66420,4,3.1,29.0,71,0,2,65.233,14,1.35,Article
4666,3,5.4,14.0,51,1,7,99.986,100,4.41,Article
30726,4,,,7,0,1,96.285,28,4.87,Conference Paper
31995,4,3.5,17.0,71,0,2,99.404,27,2.5,Article
881,6,17.4,1.0,32,0,1,96.411,271,12.52,Conference Paper
27023,4,8.8,1.0,28,0,2,73.41,31,2.51,Article
11913,5,16.3,1.0,23,0,4,99.14399999999999,56,3.57,Article
34421,4,0.8,79.0,35,1,5,97.22399999999999,26,4.02,Conference Paper
95909,3,,,12,0,2,73.223,10,2.33,Conference Paper
98629,2,,,33,1,1,99.412,9,1.07,Conference Paper
69161,2,,,14,0,2,55.606,14,5.99,Conference Paper
52425,2,1.1,61.0,16,1,1,91.50399999999999,18,1.25,Article
15374,3,8.6,3.0,63,0,3,84.211,47,2.79,Article
70722,7,1.0,65.0,23,0,8,91.524,13,3.37,Conference Paper
68989,3,,,16,0,3,99.902,14,2.68,Conference Paper
1163,5,6.4,2.0,85,1,3,98.456,229,8.37,Article
57813,5,,,13,0,2,96.39399999999999,16,2.68,Conference Paper
40673,2,5.7,9.0,32,1,2,89.315,22,1.64,Article
66852,4,2.9,30.0,12,0,1,96.414,14,0.79,Article
91781,4,2.1,49.0,15,0,1,90.71600000000001,10,0.64,Article
92972,5,3.9,12.0,23,1,3,78.148,10,0.68,Article
43502,6,2.2,50.0,16,0,3,91.15299999999999,21,1.04,Conference Paper
80881,2,2.2,44.0,21,1,1,99.681,12,0.71,Article
70224,4,8.2,1.0,44,0,1,84.588,13,1.19,Article
59341,4,2.4,45.0,9,0,1,98.82600000000001,16,1.15,Article
94072,3,,,29,0,1,91.913,10,1.65,Conference Paper
60363,2,,,11,1,2,98.178,16,0.77,Article
44266,4,2.2,50.0,18,0,4,81.874,21,1.04,Conference Paper
66062,2,3.6,16.0,29,0,1,99.296,14,0.63,Article
72087,2,9.5,5.0,23,0,2,80.796,13,1.01,Article
67875,3,,,7,0,2,99.02600000000001,14,1.65,Conference Paper
52409,2,1.1,57.0,22,1,2,81.438,18,1.66,Article
41749,6,4.8,8.0,40,1,6,96.837,22,1.72,Article
61213,2,3.5,25.0,15,0,2,98.79799999999999,15,2.65,Conference Paper
36066,4,1.4,65.0,89,0,6,72.242,25,2.57,Conference Paper
25981,6,,,5,0,3,92.462,32,5.26,Conference Paper
3297,2,5.0,8.0,28,1,2,72.10300000000001,124,6.07,Article
10153,2,8.6,3.0,69,0,1,72.359,62,3.92,Article
65922,4,,,43,0,1,99.911,14,2.08,Conference Paper
66616,4,8.6,3.0,47,0,2,98.647,14,1.14,Article
41300,4,,,15,1,5,98.529,22,4.35,Conference Paper
72618,1,2.2,40.0,16,0,1,90.29899999999999,13,1.03,Article
95401,5,,,9,0,1,54.851000000000006,10,2.55,Conference Paper
82230,2,,,16,0,1,22.500999999999998,11,1.29,Conference Paper
94514,3,,,6,0,1,81.781,10,2.4,Conference Paper
29441,1,0.8,70.0,235,1,1,97.646,29,1.66,Article
77932,3,,,17,0,1,80.51100000000001,12,0.62,Conference Paper
88207,3,1.6,40.0,12,0,2,59.93,11,2.41,Conference Paper
62090,2,6.8,11.0,23,0,2,82.84200000000001,15,0.61,Article
80790,5,,,40,0,2,73.096,12,3.25,Conference Paper
29136,1,,,25,0,1,49.571000000000005,29,6.6,Conference Paper
90977,7,,,5,0,1,99.79,10,1.49,Conference Paper
40209,5,,,5,0,2,93.166,23,1.84,Conference Paper
92640,3,,,24,0,1,99.385,10,1.48,Conference Paper
50251,3,,,15,0,1,98.465,19,3.36,Conference Paper
31190,3,5.4,6.0,10,0,2,96.24700000000001,28,2.12,Article
64594,2,4.5,9.0,11,0,1,99.71600000000001,15,1.0,Article
74325,4,,,26,0,2,68.185,13,1.96,Conference Paper
32499,6,,,12,0,2,99.79700000000001,27,3.5,Conference Paper
20775,4,,,10,1,1,91.272,38,6.41,Conference Paper
14714,4,1.8,36.0,24,1,2,85.226,48,3.62,Article
2544,3,3.4,21.0,72,0,1,67.158,144,7.26,Article
90726,3,0.8,79.0,12,1,4,55.537,10,1.34,Conference Paper
34258,4,6.3,10.0,43,0,2,90.164,26,1.73,Article
98853,2,4.6,7.0,21,0,2,89.678,9,0.98,Article
94865,4,,,21,0,1,96.69,10,1.05,Conference Paper
98033,4,0.7,68.0,14,0,2,45.176,9,3.39,Conference Paper
29688,2,6.3,10.0,16,0,1,99.62200000000001,29,2.03,Article
81644,3,8.6,3.0,36,0,2,91.664,11,0.52,Article
55548,3,5.2,17.0,26,0,1,94.37899999999999,17,1.16,Article
53066,2,,,8,0,1,88.43700000000001,18,2.96,Conference Paper
41469,4,5.2,14.0,22,1,2,55.535,22,1.58,Article
86358,3,,,9,0,3,96.51,11,1.23,Conference Paper
71948,4,5.2,8.0,59,0,3,98.15700000000001,13,0.22,Article
6287,6,,,48,0,6,91.81700000000001,83,6.49,Conference Paper
89391,2,,,10,0,2,99.725,10,2.21,Conference Paper
99797,3,,,21,0,1,71.835,9,2.01,Conference Paper
93856,4,5.2,17.0,17,1,1,99.45700000000001,10,1.38,Conference Paper
97283,3,,,28,1,1,99.855,9,1.73,Conference Paper
96475,3,,,8,0,1,96.204,9,2.25,Conference Paper
25569,3,,,42,1,1,87.633,32,4.51,Conference Paper
78862,4,,,9,0,5,94.553,12,1.52,Conference Paper
9128,3,8.9,4.0,27,0,5,73.03699999999999,66,2.85,Article
79129,1,2.3,56.0,55,0,2,67.23899999999999,12,0.85,Article
59429,2,3.4,27.0,14,0,2,99.84200000000001,16,2.32,Conference Paper
25275,5,,,22,1,5,99.738,33,4.74,Conference Paper
5230,4,11.8,2.0,20,0,5,99.021,93,6.8,Article
32010,4,1.4,65.0,25,0,2,98.92399999999999,27,2.22,Conference Paper
86582,3,,,53,0,3,76.468,11,1.77,Conference Paper
26539,4,6.4,10.0,20,1,3,99.34100000000001,32,1.69,Article
79462,4,0.5,71.0,21,0,4,98.705,12,1.07,Article
15622,2,6.0,5.0,9,0,1,93.905,46,6.82,Conference Paper
5488,7,5.8,11.0,168,1,7,99.75200000000001,91,2.56,Review
15881,16,5.4,14.0,29,1,6,98.62899999999999,46,0.93,Review
86853,1,2.5,30.0,17,0,1,71.67,11,0.93,Article
23553,11,,,43,1,4,98.853,34,8.43,Conference Paper
94288,4,,,11,0,2,75.958,10,3.38,Conference Paper
92068,3,0.8,77.0,46,0,3,97.775,10,0.64,Article
45744,3,,,22,1,2,88.527,20,2.55,Conference Paper
90401,5,5.1,8.0,19,0,6,96.012,10,0.63,Article
14710,3,6.8,11.0,42,0,1,81.98100000000001,48,2.14,Article
16728,3,2.3,38.0,43,0,1,95.757,44,10.68,Conference Paper
92140,3,,,12,0,1,99.855,10,2.35,Conference Paper
65086,10,,,15,0,3,81.99799999999999,15,4.5,Conference Paper
24539,6,1.4,65.0,13,1,2,99.79,33,3.76,Conference Paper
83999,3,,,28,0,2,96.73700000000001,11,1.73,Conference Paper
2581,2,10.8,1.0,16,1,2,97.333,143,6.01,Article
83776,5,8.8,1.0,33,1,3,90.51100000000001,11,1.31,Article
76038,4,0.7,73.0,20,0,1,73.245,12,2.45,Conference Paper
47248,4,,,28,0,1,99.936,20,4.24,Conference Paper
15890,6,,,5,0,2,96.302,46,2.55,Conference Paper
2557,2,16.3,1.0,18,0,3,99.667,143,7.55,Article
49200,1,8.6,3.0,50,0,2,82.976,19,1.24,Article
92407,4,,,13,0,2,99.125,10,1.76,Conference Paper
23720,5,,,13,1,2,93.726,34,7.17,Conference Paper
92781,2,4.6,7.0,15,0,2,94.62700000000001,10,0.49,Article
91113,2,0.4,73.0,17,0,1,77.736,10,0.31,Article
60726,3,4.7,17.0,44,1,1,99.61,16,1.36,Article
54521,5,3.3,37.0,73,0,5,98.476,17,0.65,Article
69651,4,1.4,65.0,24,0,2,56.903999999999996,14,1.03,Conference Paper
64342,4,5.6,5.0,22,0,4,97.01799999999999,15,1.35,Article
80037,2,3.4,21.0,27,0,1,91.295,12,0.81,Article
16636,3,3.0,14.0,102,0,3,99.946,44,2.33,Article
1078,2,12.0,2.0,50,0,2,99.71600000000001,240,12.04,Article
74537,2,1.5,50.0,20,1,1,92.821,13,1.06,Article
73240,2,5.5,2.0,28,1,1,68.35,13,1.29,Article
19123,7,4.5,8.0,76,0,5,93.15,40,3.44,Article
34055,4,5.2,7.0,20,0,3,87.999,26,2.24,Article
41504,1,,,43,0,1,30.068,22,3.68,Conference Paper
62979,4,4.9,17.0,20,0,4,99.171,15,0.78,Article
83466,5,1.2,53.0,18,1,3,97.3,11,2.49,Conference Paper
95825,3,,,19,0,1,99.64,10,1.8,Conference Paper
9746,5,5.2,14.0,42,1,4,92.684,63,4.99,Article
56352,2,1.8,34.0,16,0,2,98.863,17,1.54,Article
95093,2,1.2,62.0,13,0,1,59.937,10,0.86,Article
5228,3,,,12,0,2,98.43700000000001,93,10.37,Conference Paper
53149,7,,,5,0,2,99.152,18,4.16,Conference Paper
50424,4,,,31,0,3,71.83,19,2.48,Conference Paper
7693,4,,,25,0,1,97.726,74,13.0,Conference Paper
8074,3,5.6,5.0,29,1,2,96.414,71,5.84,Article
75919,9,1.6,40.0,76,0,3,67.705,12,1.69,Conference Paper
9959,2,8.6,3.0,41,1,5,92.10799999999999,62,2.99,Article
74352,5,1.6,40.0,14,0,2,88.694,13,2.66,Conference Paper
3545,2,3.7,12.0,58,0,2,84.806,119,3.46,Article
60640,2,,,29,0,1,97.214,16,1.22,Conference Paper
46084,3,5.8,11.0,54,0,6,55.129,20,0.97,Article
40560,2,,,44,0,1,66.035,22,1.63,Conference Paper
87860,7,4.1,18.0,29,1,2,75.509,11,0.78,Article
71293,2,,,19,0,1,15.468,13,2.2,Conference Paper
36544,2,4.8,7.0,37,0,4,91.87700000000001,24,3.0,Article
34455,4,,,17,1,3,92.84100000000001,26,2.34,Conference Paper
44953,2,,,27,1,2,85.98,21,4.58,Conference Paper
92215,4,0.7,81.0,12,0,2,65.895,10,1.87,Conference Paper
55245,4,6.4,2.0,27,0,5,98.456,17,0.43,Article
78392,2,1.8,35.0,10,1,1,99.34,12,2.5,Conference Paper
1694,3,,,13,0,1,99.74,184,24.66,Conference Paper
37169,4,2.3,35.0,17,0,2,99.744,24,1.71,Article
64848,1,2.8,32.0,17,0,1,99.681,15,2.13,Conference Paper
60064,5,0.6,68.0,14,0,2,92.427,16,3.52,Conference Paper
81625,10,10.8,1.0,15,1,3,82.81700000000001,11,0.96,Article
77677,3,5.7,9.0,36,0,4,95.465,12,0.31,Article
80770,1,2.9,22.0,11,0,1,87.833,12,1.32,Article
11789,2,5.7,9.0,40,0,1,96.414,56,3.08,Article
50880,3,,,9,1,3,99.79,18,4.42,Conference Paper
22761,4,,,23,1,2,97.691,35,5.79,Conference Paper
16050,4,5.8,2.0,26,0,2,72.855,46,4.82,Article
20554,3,5.1,14.0,18,1,2,63.394,38,2.67,Article
89215,5,,,9,0,3,92.512,10,0.91,Conference Paper
64009,4,4.8,8.0,15,1,3,80.12,15,0.54,Article
20997,4,5.4,14.0,44,1,2,64.98100000000001,38,0.67,Review
96272,4,6.2,3.0,27,1,2,97.34899999999999,10,0.64,Article
39406,2,6.8,11.0,9,0,2,51.831,23,1.53,Article
15856,3,4.2,12.0,37,0,2,96.76100000000001,46,1.5,Article
88807,3,,,7,0,3,99.177,10,2.36,Conference Paper
91611,6,,,18,0,1,99.667,10,1.42,Conference Paper
70340,5,3.6,20.0,25,0,4,97.259,13,0.78,Article
95589,5,,,14,0,2,89.126,10,0.81,Conference Paper
87777,9,1.6,40.0,127,0,3,24.092,11,2.41,Conference Paper
25910,6,,,10,0,3,96.773,32,3.46,Conference Paper
88183,1,0.8,60.0,52,0,1,39.986999999999995,11,1.53,Article
21559,3,,,10,1,1,96.67,37,7.25,Conference Paper
94024,2,,,15,0,2,97.444,10,2.15,Conference Paper
37070,9,4.8,20.0,85,0,3,99.27799999999999,24,1.37,Article
43988,5,,,17,0,2,99.916,21,3.46,Conference Paper
74720,3,3.3,4.0,40,0,3,99.439,13,1.31,Article
86218,2,,,13,0,1,71.163,11,0.95,Conference Paper
